"ID";"label"
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un55ju7100f";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-vizio d48-d0";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un60eh6003";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un60ju7100";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr65x930c";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr65x930d";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un55ju6500";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-gpx te1384b";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr55x800b";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un32eh5300";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un40ju6400";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-lg 43uf6400";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-gpx tde1384b";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-lg 55eg9100";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un50eh5300";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un65h6350";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un50j5200a";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr65x800b";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un60js7000";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un55js8500f";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr65x900b";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr65x900c";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un48ju6400";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr65hx929";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr55x850d";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr55x850c";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr55x850b";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un40es6100";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-lg 55eg9600";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr79x900b";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-gpx tde1982b";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un40ju6700";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un50js7000";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr43x830c";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un55hu6840";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un40eh5300";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr65x810c";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr65x850a";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr49x830c";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr65x850c";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-sony xbr55x900c";1.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-gpx tde3253b";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-samsung un65h7150";0.0
"node14d3aa4b3f442757c1d5193f5b032d2.html-vizio d50u-d1";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un55ju7100f";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-vizio d48-d0";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un60ju7100";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr65x930c";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un50ju7100";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr65x950b";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un55ju6500";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-gpx te1384b";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-gpx tde1380b";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un32eh5300";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un40ju6400";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-lg 43uf6400";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un50eh5300";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un65h6350";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un50j5200a";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr65x800b";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un60js7000";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un55js8500f";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr65x900b";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr65x900c";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un48ju6400";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr55x850d";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr55x850b";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un60j6200a";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un40es6100";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un50j6300";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-lg 55eg9600";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr79x900b";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-gpx tde1982b";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-lg 65eg9600";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr55x810c";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un40ju6700";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un50js7000";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr43x830c";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un55hu6840";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un55j6200a";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un40eh5300";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un55hu8500";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr65x810c";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr65x850a";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr49x830c";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-lg 49uf6400";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr65x850c";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr70x850b";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-lg 40lf6300";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-sony xbr55x900c";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-gpx tde3253b";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-samsung un65h7150";0.0
"node25ee39df4fc8dddc67ecc28e22439d2.html-vizio d50u-d1";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un55ju7100f";0.0
"node1835686c15fb403699b6875ed08f75.html-vizio d48-d0";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un60eh6003";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un60ju7100";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr65x930c";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr65x930d";0.0
"node1835686c15fb403699b6875ed08f75.html-vizio d43-c1";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un55ju6500";0.0
"node1835686c15fb403699b6875ed08f75.html-gpx te1384b";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr55x800b";0.0
"node1835686c15fb403699b6875ed08f75.html-gpx tde1380b";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un40ju6400";0.0
"node1835686c15fb403699b6875ed08f75.html-lg 43uf6400";0.0
"node1835686c15fb403699b6875ed08f75.html-gpx tde1384b";0.0
"node1835686c15fb403699b6875ed08f75.html-lg 55eg9100";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un50eh5300";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un50j5200a";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr65x800b";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un60js7000";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un55js8500f";0.0
"node1835686c15fb403699b6875ed08f75.html-vizio d43-d2";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr65x900c";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un48ju6400";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr65hx929";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr55x850d";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr55x850c";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un55js9000f";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr55x850b";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un60j6200a";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un40es6100";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un50j6300";0.0
"node1835686c15fb403699b6875ed08f75.html-lg 55eg9600";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr79x900b";0.0
"node1835686c15fb403699b6875ed08f75.html-gpx tde1982b";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr55x810c";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un40ju6700";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr43x830c";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un40eh5300";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un55hu8500";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr65x810c";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr65x850a";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr49x830c";0.0
"node1835686c15fb403699b6875ed08f75.html-lg 49uf6400";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr65x850c";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr70x850b";0.0
"node1835686c15fb403699b6875ed08f75.html-lg 40lf6300";0.0
"node1835686c15fb403699b6875ed08f75.html-sony xbr55x900c";0.0
"node1835686c15fb403699b6875ed08f75.html-samsung un65ju7100";0.0
"node62aa28f37676c392289b6393a7a550e8.html-samsung un55ju7100f";0.0
"node62aa28f37676c392289b6393a7a550e8.html-vizio d48-d0";0.0
"node62aa28f37676c392289b6393a7a550e8.html-samsung un60eh6003";0.0
"node62aa28f37676c392289b6393a7a550e8.html-samsung un60ju7100";0.0
"node62aa28f37676c392289b6393a7a550e8.html-samsung un50ju7100";0.0
"node62aa28f37676c392289b6393a7a550e8.html-sony xbr65x930d";0.0
