"5.65";-0.009286768869315523
"spare";-0.008301324604869216
"thinner";-0.006246371191475225
"9.6";-0.004379850438287163
"vp9";-0.00414549435000391
"varianc";-0.003282701187096755
"inform";-4.0248323200422814E-4
"you";-3.315606787418754E-4
"fi";-2.7448259988710363E-4
"detail";-2.459569420960649E-4
"more";-2.3311732567535826E-4
"tv";-2.0935369090016313E-4
"hasn't";-2.0119494791453373E-4
"contact";-1.891263238687213E-4
"until";-1.6582458822298743E-4
"includ";-1.584358960215141E-4
"camera";-1.5447502521984545E-4
"us";-1.4643853498776883E-4
"d";-1.2018230085904709E-4
"full";-1.1557168815821839E-4
"spanish";-1.1193333129643229E-4
"program";-1.0961387473772561E-4
"3840";-1.0616910959038549E-4
"headphon";-1.0357465868513304E-4
"1800";-1.0221926589893088E-4
"audio";-1.0120463386202E-4
"secur";-9.931468074434596E-5
"2";-9.130197376282924E-5
"1920";-8.77076638160682E-5
"8.3";-8.31289197302798E-5
"lower";-8.150408797308524E-5
"open";-7.973558020614669E-5
"from";-7.762125824234455E-5
"on";-7.514413721085009E-5
"answer";-7.447528045824263E-5
"origin";-7.349862978612513E-5
"specif";-7.217183580705968E-5
"1900";-7.157509483608012E-5
"layer";-7.136123859925343E-5
"lcd";-7.124599490553094E-5
"user";-6.681809643845468E-5
"amount";-6.354700554407465E-5
"itself";-5.936385362192097E-5
"free";-5.873321057191566E-5
"els";-5.870233103631628E-5
"honestli";-5.84118336825585E-5
"store";-5.6823214516549355E-5
"high";-5.34696015106624E-5
"specifi";-5.269395554163896E-5
"condit";-5.2274305293426615E-5
"close";-4.9873104131892455E-5
"window";-4.948718842362628E-5
"were";-4.83011957128091E-5
"charcoal";-4.796983313486505E-5
"good";-4.777339288689205E-5
"load";-4.77363245354878E-5
"enter";-4.7357087489787165E-5
"you'r";-4.69132155857989E-5
"collect";-4.49070921085112E-5
"been";-4.4425213901925275E-5
"shop";-4.249414771083218E-5
"plu";-4.237642657398482E-5
"consid";-4.1630247819714625E-5
"s";-4.072158088323511E-5
"be";-4.038907903806637E-5
"almost";-4.028128333074247E-5
"wav";-4.019536501861671E-5
"here";-3.948513773638506E-5
"increas";-3.8970716423389E-5
"have";-3.8307382724948404E-5
"magic";-3.804806974174217E-5
"manag";-3.785961489039544E-5
"learn";-3.76180094191546E-5
"track";-3.748028862926231E-5
"2160p";-3.742488595052073E-5
"try";-3.7383285985537936E-5
"auto";-3.6818698714277157E-5
"transpar";-3.681236470127466E-5
"m2";-3.665859502735558E-5
"cell";-3.599844238035281E-5
"want";-3.548817600074802E-5
"technolog";-3.5038637153397614E-5
"electr";-3.410150415857832E-5
"polar";-3.3258910440814304E-5
"wasn't";-3.2808664600092057E-5
"hour";-3.2165902437237474E-5
"blog";-3.135691154695275E-5
"2560";-3.118568705279571E-5
"notif";-3.1139601764528196E-5
"right";-3.088019378024454E-5
"smartphon";-3.0438917242993943E-5
"lg'";-3.0121236440460945E-5
"select";-2.990078286701863E-5
"rate";-2.964698696466234E-5
"join";-2.9393399308772592E-5
"mai";-2.8981752258723276E-5
"anytim";-2.883648851505498E-5
"nois";-2.8519343506950663E-5
"color";-2.781637424763857E-5
"seat";-2.6592141134275903E-5
"slip";-2.653175059716623E-5
"made";-2.652865810615589E-5
"consum";-2.6478099156568034E-5
"hello";-2.6348603976294365E-5
"best";-2.627957136941685E-5
"super";-2.620375921015648E-5
"ye";-2.595839191312543E-5
"fabric";-2.575268040062341E-5
"put";-2.573213312523923E-5
"connect";-2.5702737291792125E-5
"cover";-2.4643727615509484E-5
"entertain";-2.450491939439238E-5
"editor";-2.4294469622711604E-5
"viewabl";-2.3958177793641117E-5
"100";-2.3847898213176164E-5
"content";-2.3835252520479168E-5
"composit";-2.3736266001920443E-5
"smart";-2.367232150163238E-5
"appl";-2.2717395744507917E-5
"120hz";-2.2526934060032697E-5
"receiv";-2.2447493533975986E-5
"mobil";-2.2401047020297017E-5
"t";-2.2351728969512673E-5
"architectur";-2.2151343413827525E-5
"storag";-2.1475590680523066E-5
"same";-2.1461577059446848E-5
"your";-2.1355804005352178E-5
"option";-2.1279413860960494E-5
"manufactur";-2.1161985133680346E-5
"sleep";-2.115134113126074E-5
"gsm";-2.0920194171558724E-5
"special";-2.0779985062644056E-5
"through";-2.0525695680272013E-5
"hotspot";-2.0466360780625227E-5
"60";-2.042442367911689E-5
"maximum";-2.0319215839734818E-5
"readabl";-2.020551631217891E-5
"stainless";-2.006694839211398E-5
"which";-1.9960420895764502E-5
"mean";-1.9923314933604557E-5
"knew";-1.9714800980669264E-5
"os";-1.964506356057086E-5
"check";-1.963750643763372E-5
